Feature_Index,Similarity
478,0.3011811902127711
862,0.3009690300135471
563,0.3009061377507064
172,0.30065515888523775
829,0.30016905079801426
247,0.299931077877075
396,0.29991926616490877
663,0.2998224328303698
987,0.29934391619747797
248,0.29906188505241726
503,0.29900218560452896
465,0.2989783971366561
735,0.2987326222760727
349,0.2985577995373752
570,0.2981411168245709
266,0.29807912404601106
818,0.2978895147632485
836,0.2978352843821901
198,0.29763258354008154
857,0.2975042445076579
434,0.2974628269873765
1024,0.29745559521801473
745,0.29717991342557304
1003,0.29679322438987593
358,0.29670657027217956
250,0.2966217453892214
305,0.2966053359358281
311,0.2965470859294294
366,0.2964374432012573
202,0.29584458614677234
303,0.2956035835308845
122,0.2955597063059994
443,0.29535472568557414
427,0.2952355587258008
618,0.2950871228805624
845,0.294986336667292
180,0.29479141521149466
902,0.29472642464520343
190,0.29466283452380443
591,0.2945812772322046
13,0.29447526651625655
184,0.29435457873258
446,0.29433749073975757
808,0.29425480477134036
217,0.29420766992235314
844,0.29403043512475335
451,0.29400547054327064
395,0.29390079372483163
359,0.29367482510509346
4,0.29334796316564254
891,0.29332445916543654
796,0.29322438449853405
463,0.29315347585401574
659,0.29315198579699175
953,0.2928497249690447
875,0.2926591882932681
824,0.2925588741329373
887,0.2925005565190405
942,0.29240266009344273
609,0.29201002056220615
564,0.2918439596158378
1055,0.2917551346600091
980,0.291522514094672
227,0.2914851653041785
447,0.29132374705447733
186,0.2913229394807516
1047,0.29111975891490033
379,0.2909689841929017
925,0.29092050935403335
957,0.2907357727658891
111,0.2906046591972465
1045,0.29059915092841165
220,0.29042287631531194
332,0.29026299139815587
140,0.2900590626030743
456,0.29002258134711983
209,0.2897300107723068
461,0.28965193719421967
856,0.28959658367033986
505,0.2895319871549377
228,0.28937476183949024
278,0.2893588141903221
950,0.28917141545303204
771,0.2890893315487861
50,0.2890453295037032
334,0.28870964520932374
956,0.28858822202155926
690,0.28857144511232735
64,0.2885121087305647
809,0.28825031706462956
724,0.2881499844479812
435,0.2876866441084402
807,0.28733514975365754
628,0.28725315368455473
974,0.28709803062357686
28,0.2865924602448765
579,0.2865145334690096
58,0.28650333885095325
84,0.2864818661839106
616,0.28634519065991804
723,0.28587438532588944
898,0.2857966465710641
971,0.2857681461239679
984,0.28559141638725266
489,0.28536668558291906
741,0.28486831492328607
79,0.2848226961495023
152,0.2844986143269856
342,0.2843630065210564
29,0.284155820660191
125,0.2840126428122829
284,0.283996568670483
520,0.28384473434343094
499,0.2837290126664619
95,0.2836769013726704
576,0.28321723857870634
1044,0.28304508032520814
257,0.2830089449255741
215,0.28250465622317217
71,0.2824820504939082
877,0.2824756534090629
62,0.28227527285678616
872,0.28188732881251033
719,0.2816056276834195
407,0.28156859459502054
81,0.2813143913862786
354,0.28122406366463254
1014,0.2810812682622218
372,0.2808977566393451
1005,0.2804887680586095
908,0.2804084350160823
547,0.2798071641124761
687,0.27929677519236024
479,0.2792733057744021
770,0.2792315803843203
346,0.2792052137678933
405,0.27881422755445545
725,0.2785895986526941
764,0.2783572571244021
546,0.2783090941580848
327,0.2782640617510129
1042,0.2782008209523425
704,0.2781277349817428
760,0.27809729416526974
866,0.2778094054927673
124,0.2776589119978762
914,0.2769864738342711
35,0.2768973206526201
842,0.2763650188764803
440,0.2762981662363945
251,0.27611325161745104
309,0.27610834514274185
717,0.27599330611010603
386,0.2759355302574876
127,0.27587797397415015
969,0.2756665787098551
191,0.2752802419665912
903,0.275204177306194
966,0.2750164207367166
437,0.2749925097756076
238,0.27473108101098953
188,0.2747129422686115
656,0.2745104740198594
350,0.27444854964445375
63,0.27415116495724845
847,0.2739307977221505
426,0.27351215454232314
51,0.2734254242750065
800,0.2734085278214401
774,0.273366564214618
272,0.27311762552450564
786,0.2726683193656661
256,0.27257704897027435
385,0.2725151021372913
739,0.2724118288366903
263,0.2723793414002471
556,0.2722477534971315
600,0.27220975116041335
991,0.27217231731781416
568,0.2720321894566859
310,0.27197415504273675
592,0.2718920006720547
516,0.2714411152235452
613,0.2711845880277448
951,0.2710225728447321
985,0.2709409906209527
637,0.27086172606586484
821,0.27081139711989877
218,0.2707349800002859
2,0.2707300168354539
1027,0.27057528234512745
709,0.2703901390885969
476,0.2703145339644144
702,0.27031415093290995
841,0.2700505762395749
195,0.26991108286259025
183,0.26955898964595415
1036,0.26928865688216813
15,0.2692757391833474
107,0.2692446739800383
493,0.2690786559483569
934,0.2690181862584824
955,0.26879828829778524
657,0.2683253128487793
776,0.2682494360026573
416,0.26823452631966754
242,0.268109273131864
99,0.26793122660888585
110,0.2679005922024799
377,0.26779398949821476
271,0.267530130064411
882,0.2673736966428097
164,0.26720624644534535
19,0.26715731795547226
797,0.26618711153972074
853,0.2661458638811274
37,0.26610387020339626
708,0.2657410624306937
701,0.26518304109914564
678,0.26481154493269343
273,0.26463708300057254
49,0.2645907034838629
859,0.26457530394867673
815,0.26411773874260064
901,0.2638369627107321
665,0.2637524047442841
626,0.2636376725766037
627,0.2632598588339412
138,0.26299406884592685
274,0.26289309346674544
352,0.2628714506665459
886,0.26232532978390427
214,0.26205681740774495
703,0.26184830122776975
1010,0.26168795018810637
766,0.26144821812102
418,0.2609753878243947
652,0.2608539916525848
430,0.2604550320560703
267,0.2604421573106496
324,0.26025536020695006
507,0.2602381929801149
301,0.2602040152314951
965,0.25980488288029246
292,0.25980306505777195
141,0.2594507678910769
179,0.2592786928710163
36,0.2591720657995251
384,0.25890553060070476
25,0.25889684960755804
878,0.25873823144286
458,0.258058493478421
517,0.25758500418140146
791,0.2575775428458043
954,0.25753458458272255
527,0.2574943810835147
361,0.25748114241014913
295,0.2574785174558232
778,0.25740414606654355
281,0.25729628153194134
291,0.25725534808453154
1039,0.25680265422938625
752,0.2568001430707357
782,0.2564747620994895
571,0.2564617015924793
1031,0.25644098121144865
671,0.2562260331602104
532,0.2562018073017555
157,0.2561788991992798
59,0.25574256347751945
644,0.2553293791790602
91,0.2551969952696388
756,0.25493298574976175
213,0.25480589791372904
995,0.2545959122350239
171,0.25448787341635676
245,0.25434480228089845
817,0.25434363351179873
501,0.253889650248514
233,0.2537472315017797
710,0.253697238375248
773,0.25304222120213976
920,0.2527213094620003
201,0.25260492011935903
356,0.2525351150680936
582,0.25235011485631614
112,0.2521049381503396
234,0.2519920184441431
212,0.2515501738495729
865,0.251081822710858
935,0.250992234599801
960,0.2506616225828128
681,0.25055216447110334
104,0.2504960955643056
453,0.2500089382115149
715,0.24999319346454296
47,0.2497088256540143
740,0.2496412256030898
16,0.24954811433449525
65,0.2493178687001357
146,0.24923556713362438
838,0.24888109556518723
900,0.24838321049000747
339,0.24813780109954653
822,0.24810602674223708
977,0.2480227286542811
762,0.24798794600479943
6,0.24773811956792577
832,0.24762561895855936
712,0.24731800796386222
651,0.24722581760347373
365,0.24704353892436695
105,0.24690023019668295
970,0.2464635289123116
643,0.2457760183726416
337,0.24572421065854513
345,0.2457202283356663
24,0.24567087946466012
636,0.24518507444786625
622,0.2450707204682904
590,0.24492906659551167
410,0.2446727149467644
615,0.24463808417160737
344,0.24463672712837964
270,0.24436186840890006
402,0.24435933691664685
86,0.24411479370473396
1019,0.24410972505376852
904,0.24383865610939
9,0.24336628733954707
391,0.24307263225015774
650,0.24279427990383864
72,0.24270922333709044
137,0.2420371832339432
940,0.24129707027199684
948,0.24102099227189136
603,0.24091588506255923
52,0.24080998357387876
491,0.24041616534803567
206,0.24031243091244156
1026,0.2396471469349784
455,0.23960980019287903
803,0.23953010095457888
945,0.23887435856813813
860,0.23880937127900517
39,0.23838046867301135
293,0.2383374018716369
726,0.23802125110556654
543,0.23797966885775615
113,0.23763770818190366
368,0.2376353239900112
754,0.23752085386009783
560,0.2374925761367055
1025,0.23737752610037746
534,0.23721907809654408
41,0.23678381992322214
573,0.2362486606147694
280,0.23623723219291462
794,0.23599225716721176
450,0.23598403077596516
460,0.2356946507645756
596,0.23564329600389636
321,0.2356142696690456
176,0.23558239584604698
530,0.2348499969349457
733,0.23472159521586966
415,0.23424005727333747
729,0.23391710306171815
548,0.23316675059373895
240,0.23296758783191918
236,0.23286626736372032
552,0.2328034394168355
1023,0.2315429784014316
66,0.23144342856669792
495,0.23125312707032297
211,0.2309575642033233
109,0.2309419188359381
895,0.2307509842065195
837,0.2301456653905998
429,0.22988567347104572
858,0.22971969323086677
75,0.2295846780443328
757,0.229178536311596
203,0.22914227748606578
116,0.2290189919298763
876,0.22873328331377257
553,0.2287008046218634
1021,0.2284405201265686
661,0.22842762278634224
205,0.22841829340208117
482,0.22831019245785994
765,0.22796427724184798
414,0.22790547635300015
348,0.22767285043586388
508,0.22742409828988935
442,0.22694090766414196
470,0.22666249738570032
917,0.226444581579957
943,0.22638353586227622
805,0.22424632958267227
675,0.2240429211505156
154,0.22378385054642247
572,0.22370806307967828
31,0.22348587189878455
640,0.2228887690718958
408,0.22187808496741546
150,0.2209058923374842
55,0.22086240356800102
336,0.21965497472287393
667,0.2195875875214495
320,0.2186234348233833
976,0.21838010393536972
598,0.2182433017384181
810,0.21788412684468242
653,0.21786995913256713
827,0.21726397752586002
601,0.2171769426233682
790,0.2167521212392733
167,0.2164530408704097
524,0.21639375864721477
550,0.2161094826898445
488,0.21605218083885766
136,0.216028086695579
751,0.21594199062424746
149,0.21573812154662228
621,0.2154608517194348
1013,0.2152875925128677
398,0.21478321339706088
323,0.21386229925260988
839,0.2137829236244184
88,0.21330453119011727
648,0.2131023629838646
686,0.21266136245933165
399,0.21235195586733924
783,0.21203256493738226
496,0.21171369641204044
322,0.2116100824397099
694,0.21149520362052057
931,0.21094781952460592
243,0.21088480539346374
383,0.21020218506416102
73,0.21018292222651314
289,0.210015753696817
126,0.2093141507816684
464,0.2091149410715912
963,0.20851145588532694
562,0.2083680868530969
772,0.2076163248826483
541,0.2075944981300733
221,0.20711974208238895
1032,0.20670131194433153
226,0.20525869115723125
869,0.20500660630224302
1012,0.20458045507564773
129,0.20435862764127835
512,0.2042020750429813
642,0.20359477652665006
93,0.20303527868207538
135,0.20206053178198885
911,0.20205417858708066
145,0.19938390422637411
252,0.1988373862280203
909,0.19847924577754303
565,0.19841100843502482
906,0.19831516279221145
1049,0.19814866107102153
431,0.19789572785805748
369,0.19775643299099566
714,0.19720306061484272
775,0.1964944700933129
620,0.19581090032651227
498,0.19482803324424078
403,0.19475350417838888
30,0.19335673088735
355,0.19173828650695965
1030,0.1910664171263733
941,0.19102113080069524
961,0.19089923689000016
697,0.18974189012200463
312,0.1893910635889804
718,0.18898990880171587
713,0.18680686324989976
254,0.18572723580580497
912,0.1851042160592986
623,0.18424108744763826
593,0.18411721061813602
397,0.18391256199593273
60,0.18274826461904137
223,0.1814192883271047
156,0.1795021502839454
380,0.17858989309768883
811,0.17686693125210023
258,0.1767164620365544
469,0.17661118942436116
1053,0.172908038438784
80,0.1717026963107689
316,0.17037022570343335
645,0.1660704409259713
436,0.16605817976734177
721,0.1659730613329944
170,0.16567322817970748
114,0.16274040074497848
173,0.16261848563900572
868,0.16219745292143684
335,0.15809938147309432
475,0.15724656552651625
26,0.1554057227002126
916,0.1516665899720245
779,0.14998836511712715
958,0.14894714417503013
654,0.10172345068742192
884,0.07083141682612475
605,0.04614990249339014
923,0.037700058981678844
484,0.027286369404665438
11,0.016936183775404946
893,0.010246793158883178
14,0.0
117,0.0
196,0.0
283,0.0
363,0.0
401,0.0
438,0.0
587,0.0
608,0.0
611,0.0
673,0.0
705,0.0
888,0.0
1054,0.0
